$Date;$Time;FH11_Z3_TEMP_SP;FH11_Z3_TEMP_PV;FH11_Z2C_TEMP_PV;FH11_Z4_TEMP_PV;FH11_Z3_MIX_VLV_POS_PV;FH11_Z3_MIX_PRES_PV;FH11_PULL
05/04/18;11:33:13;1184;1184.144;1185.735;1180.237;29.7743;1.359954;44.98286
05/04/18;11:33:14;1184;1184.144;1185.735;1180.237;29.7743;1.34838;44.98286
05/04/18;11:33:15;1184;1184.144;1185.735;1180.237;29.7743;1.359954;44.98286
05/04/18;11:33:16;1184;1184.144;1185.735;1180.093;29.7743;1.345486;44.98286
05/04/18;11:33:17;1184;1184.144;1185.735;1180.237;29.7743;1.34838;44.98286
05/04/18;11:33:18;1184;1184.144;1185.735;1180.093;29.7743;1.365741;44.98286
05/04/18;11:33:19;1184;1184.144;1185.88;1180.237;29.7743;1.359954;44.98286
05/04/18;11:33:20;1184;1184.144;1185.735;1180.093;29.7743;1.35706;44.98286
05/04/18;11:33:21;1184;1184.144;1185.735;1180.093;29.7743;1.371528;44.98286
05/04/18;11:33:22;1184;1184.144;1185.735;1180.237;29.7743;1.359954;44.98286
05/04/18;11:33:23;1184;1184.144;1185.88;1180.093;29.7743;1.374421;44.98286
05/04/18;11:33:24;1184;1184.144;1185.735;1180.093;29.7743;1.374421;44.98286
05/04/18;11:33:25;1184;1184.144;1185.735;1180.093;29.7743;1.351273;44.98286
05/04/18;11:33:26;1184;1184.144;1185.735;1180.237;29.7743;1.35706;44.98286
05/04/18;11:33:27;1184;1184.144;1185.88;1180.093;29.7743;1.385995;44.98286
05/04/18;11:33:28;1184;1184.144;1185.88;1180.093;29.7743;1.362847;44.98286
05/04/18;11:33:29;1184;1184.144;1185.88;1180.237;29.7743;1.374421;44.98286
05/04/18;11:33:30;1184;1184.144;1185.735;1180.237;29.7743;1.35706;44.98286
05/04/18;11:33:31;1184;1184.144;1185.735;1180.093;29.7743;1.362847;44.98286
05/04/18;11:33:32;1184;1184.144;1185.88;1180.237;29.7743;1.380208;44.98286
05/04/18;11:33:33;1184;1184.144;1185.735;1180.093;29.7743;1.362847;44.98286
05/04/18;11:33:34;1184;1184.144;1185.735;1180.237;29.7743;1.371528;44.98286
05/04/18;11:33:35;1184;1184.144;1185.735;1180.093;29.7743;1.35706;44.98286
05/04/18;11:33:36;1184;1184.144;1185.735;1180.093;29.7743;1.359954;44.98286
05/04/18;11:33:37;1184;1184.144;1185.735;1180.237;29.7743;1.365741;44.98286
05/04/18;11:33:38;1184;1184.144;1185.735;1180.237;29.7743;1.362847;44.98286
05/04/18;11:33:39;1184;1184.144;1185.735;1180.093;29.7743;1.371528;44.98286
05/04/18;11:33:40;1184;1184.144;1185.88;1180.237;29.7743;1.371528;44.98286
05/04/18;11:33:41;1184;1184.144;1185.735;1180.237;29.7743;1.380208;44.98286
